,userName,score,at,content,text_clean,text_caseFolding,text_slangWords,text_tokenizing,text_stopwords,text_akhir,polarity_score,sentiment
62,Pengguna Google,5,2025-06-30 09:04:20,Hebat,Hebat,hebat,hebat,['hebat'],['hebat'],hebat,2,Positive
63,Pengguna Google,4,2025-06-29 07:14:21,cocok,cocok,cocok,cocok,['cocok'],['cocok'],cocok,1,Positive
64,Pengguna Google,2,2025-06-28 18:37:43,ini pasti gak gratis,ini pasti gak gratis,ini pasti gak gratis,ini pasti tidak gratis,"['ini', 'pasti', 'tidak', 'gratis']",['gratis'],gratis,4,Positive
65,Pengguna Google,5,2025-06-25 11:49:04,sangat membantu,sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],membantu,0,Neutral
66,Pengguna Google,5,2025-06-22 20:00:57,"Omagaaa, cinta banget sama app satu ini! 😍🫶🏻",Omagaaa cinta banget sama app satu ini,omagaaa cinta banget sama app satu ini,omagaaa cinta banget sama app satu ini,"['omagaaa', 'cinta', 'banget', 'sama', 'app', 'satu', 'ini']","['omagaaa', 'cinta', 'banget', 'app']",omagaaa cinta banget app,3,Positive
67,Pengguna Google,5,2025-06-20 17:41:51,sangat membantuuu,sangat membantuuu,sangat membantuuu,sangat membantuuu,"['sangat', 'membantuuu']",['membantuuu'],membantuuu,0,Neutral
68,Pengguna Google,5,2025-06-13 10:49:42,gacor banget,gacor banget,gacor banget,gacor banget,"['gacor', 'banget']","['gacor', 'banget']",gacor banget,1,Positive
69,Pengguna Google,5,2025-06-12 07:54:54,Sangat membantu 😍,Sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],membantu,0,Neutral
70,Pengguna Google,5,2025-06-11 14:03:59,aplikasi yang sangat membantu unk program defisit kalori,aplikasi yang sangat membantu unk program defisit kalori,aplikasi yang sangat membantu unk program defisit kalori,aplikasi yang sangat membantu unk program defisit kalori,"['aplikasi', 'yang', 'sangat', 'membantu', 'unk', 'program', 'defisit', 'kalori']","['aplikasi', 'membantu', 'unk', 'program', 'defisit', 'kalori']",aplikasi membantu unk program defisit kalori,-7,Negative
71,Pengguna Google,1,2025-06-09 19:10:21,apk gjls makanan aja ga lengkap mending cari di google aja,apk gjls makanan aja ga lengkap mending cari di google aja,apk gjls makanan aja ga lengkap mending cari di google aja,apk gjls makanan aja tidak lengkap mending cari di google aja,"['apk', 'gjls', 'makanan', 'aja', 'tidak', 'lengkap', 'mending', 'cari', 'di', 'google', 'aja']","['apk', 'gjls', 'makanan', 'aja', 'lengkap', 'mending', 'cari', 'google', 'aja']",apk gjls makanan aja lengkap mending cari google aja,0,Neutral
72,Pengguna Google,5,2025-06-05 07:36:07,"Sangat membantu dalam mengkontrol asupan kalori yang masuk ke dalam tubuh, juga menjaga pola makan tetap seimbang lewat laporan makro nutrisinya.",Sangat membantu dalam mengkontrol asupan kalori yang masuk ke dalam tubuh juga menjaga pola makan tetap seimbang lewat laporan makro nutrisinya,sangat membantu dalam mengkontrol asupan kalori yang masuk ke dalam tubuh juga menjaga pola makan tetap seimbang lewat laporan makro nutrisinya,sangat membantu dalam mengkontrol asupan kalori yang masuk ke dalam tubuh juga menjaga pola makan tetap seimbang lewat laporan makro nutrisinya,"['sangat', 'membantu', 'dalam', 'mengkontrol', 'asupan', 'kalori', 'yang', 'masuk', 'ke', 'dalam', 'tubuh', 'juga', 'menjaga', 'pola', 'makan', 'tetap', 'seimbang', 'lewat', 'laporan', 'makro', 'nutrisinya']","['membantu', 'mengkontrol', 'asupan', 'kalori', 'masuk', 'tubuh', 'menjaga', 'pola', 'makan', 'seimbang', 'laporan', 'makro', 'nutrisinya']",membantu mengkontrol asupan kalori masuk tubuh menjaga pola makan seimbang laporan makro nutrisinya,-12,Negative
73,Pengguna Google,5,2025-06-04 11:17:25,"sangat bagus,puas bngt",sangat baguspuas bngt,sangat baguspuas bngt,sangat baguspuas bngt,"['sangat', 'baguspuas', 'bngt']","['baguspuas', 'bngt']",baguspuas bngt,0,Neutral
74,Pengguna Google,5,2025-06-02 00:30:03,"sangat membantu untuk pencatatan kalori, buat motivasi juga kalo misal kalori harian belum terpenuhi. sangat membantu saya untuk atur pola makan. terima kasihh",sangat membantu untuk pencatatan kalori buat motivasi juga kalo misal kalori harian belum terpenuhi sangat membantu saya untuk atur pola makan terima kasihh,sangat membantu untuk pencatatan kalori buat motivasi juga kalo misal kalori harian belum terpenuhi sangat membantu saya untuk atur pola makan terima kasihh,sangat membantu untuk pencatatan kalori buat motivasi juga kalau misal kalori harian belum terpenuhi sangat membantu saya untuk atur pola makan terima kasihh,"['sangat', 'membantu', 'untuk', 'pencatatan', 'kalori', 'buat', 'motivasi', 'juga', 'kalau', 'misal', 'kalori', 'harian', 'belum', 'terpenuhi', 'sangat', 'membantu', 'saya', 'untuk', 'atur', 'pola', 'makan', 'terima', 'kasihh']","['membantu', 'pencatatan', 'kalori', 'motivasi', 'kalori', 'harian', 'terpenuhi', 'membantu', 'atur', 'pola', 'makan', 'terima', 'kasihh']",membantu pencatatan kalori motivasi kalori harian terpenuhi membantu atur pola makan terima kasihh,8,Positive
75,Pengguna Google,5,2025-05-31 14:43:17,"saya menggunakan aplikasi ini untuk mengontrol kalori yang saya konsumsi setiap harinya dan saya sangat merasa banyak manfaatnya,selain berat badan saya turun saya juga merasa badan lebih sehat dan ringan karena tahu berapa banyak gula,garam dan lemak yang masuk ke dalam tubuh dan membuat kita lebih pintar dalam memilih makanan yang sehat dan sedikit kalori",saya menggunakan aplikasi ini untuk mengontrol kalori yang saya konsumsi setiap harinya dan saya sangat merasa banyak manfaatnyaselain berat badan saya turun saya juga merasa badan lebih sehat dan ringan karena tahu berapa banyak gulagaram dan lemak yang masuk ke dalam tubuh dan membuat kita lebih pintar dalam memilih makanan yang sehat dan sedikit kalori,saya menggunakan aplikasi ini untuk mengontrol kalori yang saya konsumsi setiap harinya dan saya sangat merasa banyak manfaatnyaselain berat badan saya turun saya juga merasa badan lebih sehat dan ringan karena tahu berapa banyak gulagaram dan lemak yang masuk ke dalam tubuh dan membuat kita lebih pintar dalam memilih makanan yang sehat dan sedikit kalori,saya menggunakan aplikasi ini untuk mengontrol kalori yang saya konsumsi setiap harinya dan saya sangat merasa banyak manfaatnyaselain berat badan saya turun saya juga merasa badan lebih sehat dan ringan karena tahu berapa banyak gulagaram dan lemak yang masuk ke dalam tubuh dan membuat kita lebih pintar dalam memilih makanan yang sehat dan sedikit kalori,"['saya', 'menggunakan', 'aplikasi', 'ini', 'untuk', 'mengontrol', 'kalori', 'yang', 'saya', 'konsumsi', 'setiap', 'harinya', 'dan', 'saya', 'sangat', 'merasa', 'banyak', 'manfaatnyaselain', 'berat', 'badan', 'saya', 'turun', 'saya', 'juga', 'merasa', 'badan', 'lebih', 'sehat', 'dan', 'ringan', 'karena', 'tahu', 'berapa', 'banyak', 'gulagaram', 'dan', 'lemak', 'yang', 'masuk', 'ke', 'dalam', 'tubuh', 'dan', 'membuat', 'kita', 'lebih', 'pintar', 'dalam', 'memilih', 'makanan', 'yang', 'sehat', 'dan', 'sedikit', 'kalori']","['aplikasi', 'mengontrol', 'kalori', 'konsumsi', 'harinya', 'manfaatnyaselain', 'berat', 'badan', 'turun', 'badan', 'sehat', 'ringan', 'gulagaram', 'lemak', 'masuk', 'tubuh', 'pintar', 'memilih', 'makanan', 'sehat', 'kalori']",aplikasi mengontrol kalori konsumsi harinya manfaatnyaselain berat badan turun badan sehat ringan gulagaram lemak masuk tubuh pintar memilih makanan sehat kalori,-9,Negative
76,Pengguna Google,5,2025-05-30 19:57:29,Bagus,Bagus,bagus,bagus,['bagus'],['bagus'],bagus,-2,Negative
77,Pengguna Google,5,2025-05-30 11:24:02,mantap,mantap,mantap,mantap,['mantap'],['mantap'],mantap,5,Positive
78,Pengguna Google,5,2025-05-28 22:12:50,aplikasi andalan kalo udh pengen serius turun bb,aplikasi andalan kalo udh pengen serius turun bb,aplikasi andalan kalo udh pengen serius turun bb,aplikasi andalan kalau udh pengen serius turun bb,"['aplikasi', 'andalan', 'kalau', 'udh', 'pengen', 'serius', 'turun', 'bb']","['aplikasi', 'andalan', 'udh', 'pengen', 'serius', 'turun', 'bb']",aplikasi andalan udh pengen serius turun bb,-10,Negative
79,Pengguna Google,5,2025-05-28 06:52:26,bagus membantu sekali,bagus membantu sekali,bagus membantu sekali,bagus membantu sekali,"['bagus', 'membantu', 'sekali']","['bagus', 'membantu']",bagus membantu,-2,Negative
80,Pengguna Google,5,2025-05-26 12:41:43,aplikasi sangat bagus untuk mengontrol makanan yang dikonsumsi saat diet.,aplikasi sangat bagus untuk mengontrol makanan yang dikonsumsi saat diet,aplikasi sangat bagus untuk mengontrol makanan yang dikonsumsi saat diet,aplikasi sangat bagus untuk mengontrol makanan yang dikonsumsi saat diet,"['aplikasi', 'sangat', 'bagus', 'untuk', 'mengontrol', 'makanan', 'yang', 'dikonsumsi', 'saat', 'diet']","['aplikasi', 'bagus', 'mengontrol', 'makanan', 'dikonsumsi', 'diet']",aplikasi bagus mengontrol makanan dikonsumsi diet,-6,Negative
81,Pengguna Google,5,2025-05-26 09:19:07,Apk ini bagus banget. Dengan bantuan tambahan dari web aku cari AKGku&dengan bantuan AI aku bisa tahu berapa gram makananku. Untuk defisit kalori kurangin kalori harian kalian. Aku senang apk ini lengkap dan gratis. Btw aku turun 5 kg seminggu pakai apk ini dan aku jg olahraga 3x dalam seminggu.,Apk ini bagus banget Dengan bantuan tambahan dari web aku cari AKGkudengan bantuan AI aku bisa tahu berapa gram makananku Untuk defisit kalori kurangin kalori harian kalian Aku senang apk ini lengkap dan gratis Btw aku turun  kg seminggu pakai apk ini dan aku jg olahraga x dalam seminggu,apk ini bagus banget dengan bantuan tambahan dari web aku cari akgkudengan bantuan ai aku bisa tahu berapa gram makananku untuk defisit kalori kurangin kalori harian kalian aku senang apk ini lengkap dan gratis btw aku turun  kg seminggu pakai apk ini dan aku jg olahraga x dalam seminggu,apk ini bagus banget dengan bantuan tambahan dari web aku cari akgkudengan bantuan ai aku bisa tahu berapa gram makananku untuk defisit kalori kurangin kalori harian kalian aku senang apk ini lengkap dan gratis ngomong-ngomong aku turun kg seminggu pakai apk ini dan aku jg olahraga x dalam seminggu,"['apk', 'ini', 'bagus', 'banget', 'dengan', 'bantuan', 'tambahan', 'dari', 'web', 'aku', 'cari', 'akgkudengan', 'bantuan', 'ai', 'aku', 'bisa', 'tahu', 'berapa', 'gram', 'makananku', 'untuk', 'defisit', 'kalori', 'kurangin', 'kalori', 'harian', 'kalian', 'aku', 'senang', 'apk', 'ini', 'lengkap', 'dan', 'gratis', 'ngomong-ngomong', 'aku', 'turun', 'kg', 'seminggu', 'pakai', 'apk', 'ini', 'dan', 'aku', 'jg', 'olahraga', 'x', 'dalam', 'seminggu']","['apk', 'bagus', 'banget', 'bantuan', 'tambahan', 'web', 'cari', 'akgkudengan', 'bantuan', 'ai', 'gram', 'makananku', 'defisit', 'kalori', 'kurangin', 'kalori', 'harian', 'senang', 'apk', 'lengkap', 'gratis', 'ngomong-ngomong', 'turun', 'kg', 'seminggu', 'pakai', 'apk', 'jg', 'olahraga', 'x', 'seminggu']",apk bagus banget bantuan tambahan web cari akgkudengan bantuan ai gram makananku defisit kalori kurangin kalori harian senang apk lengkap gratis ngomong-ngomong turun kg seminggu pakai apk jg olahraga x seminggu,0,Neutral
82,Pengguna Google,5,2025-05-26 08:33:18,berguna bgt buat progress,berguna bgt buat progress,berguna bgt buat progress,berguna banget buat progress,"['berguna', 'banget', 'buat', 'progress']","['berguna', 'banget', 'progress']",berguna banget progress,6,Positive
83,Pengguna Google,5,2025-05-26 05:46:42,best !!!,best,best,best,['best'],['best'],best,0,Neutral
84,Pengguna Google,5,2025-05-24 17:03:21,sangat membantu defkal,sangat membantu defkal,sangat membantu defkal,sangat membantu defkal,"['sangat', 'membantu', 'defkal']","['membantu', 'defkal']",membantu defkal,0,Neutral
85,Pengguna Google,5,2025-05-22 08:46:21,sangat membantu tracking kalori setiap hari,sangat membantu tracking kalori setiap hari,sangat membantu tracking kalori setiap hari,sangat membantu tracking kalori setiap hari,"['sangat', 'membantu', 'tracking', 'kalori', 'setiap', 'hari']","['membantu', 'tracking', 'kalori']",membantu tracking kalori,0,Neutral
86,Pengguna Google,5,2025-05-21 09:57:11,pemandu yg ok untuk diet,pemandu yg ok untuk diet,pemandu yg ok untuk diet,pemandu yang ok untuk diet,"['pemandu', 'yang', 'ok', 'untuk', 'diet']","['pemandu', 'ok', 'diet']",pemandu ok diet,1,Positive
87,Pengguna Google,4,2025-05-21 06:36:04,cukup membantu program diet saya,cukup membantu program diet saya,cukup membantu program diet saya,cukup membantu program diet saya,"['cukup', 'membantu', 'program', 'diet', 'saya']","['membantu', 'program', 'diet']",membantu program diet,-3,Negative
88,Pengguna Google,5,2025-05-17 09:00:38,saya mau yang gratis.,saya mau yang gratis,saya mau yang gratis,saya mau yang gratis,"['saya', 'mau', 'yang', 'gratis']",['gratis'],gratis,4,Positive
89,Pengguna Google,5,2025-05-16 12:48:03,aplikaai yg sangat membantu,aplikaai yg sangat membantu,aplikaai yg sangat membantu,aplikaai yang sangat membantu,"['aplikaai', 'yang', 'sangat', 'membantu']","['aplikaai', 'membantu']",aplikaai membantu,0,Neutral
90,Pengguna Google,5,2025-05-14 09:18:33,"mudah,gampang difahami",mudahgampang difahami,mudahgampang difahami,mudahgampang difahami,"['mudahgampang', 'difahami']","['mudahgampang', 'difahami']",mudahgampang difahami,0,Neutral
91,Pengguna Google,4,2025-05-13 16:00:55,"Aplikasi yang cukup bagus utk track Makro, namun kalo dari pengalaman ku makanan yang aku konsumsi kadang tidak ada data nya disini dan kadang data nya terkesan tidak akurat.",Aplikasi yang cukup bagus utk track Makro namun kalo dari pengalaman ku makanan yang aku konsumsi kadang tidak ada data nya disini dan kadang data nya terkesan tidak akurat,aplikasi yang cukup bagus utk track makro namun kalo dari pengalaman ku makanan yang aku konsumsi kadang tidak ada data nya disini dan kadang data nya terkesan tidak akurat,aplikasi yang cukup bagus untuk track makro namun kalau dari pengalaman ku makanan yang aku konsumsi kadang tidak ada data nya disini dan kadang data nya terkesan tidak akurat,"['aplikasi', 'yang', 'cukup', 'bagus', 'untuk', 'track', 'makro', 'namun', 'kalau', 'dari', 'pengalaman', 'ku', 'makanan', 'yang', 'aku', 'konsumsi', 'kadang', 'tidak', 'ada', 'data', 'nya', 'disini', 'dan', 'kadang', 'data', 'nya', 'terkesan', 'tidak', 'akurat']","['aplikasi', 'bagus', 'track', 'makro', 'pengalaman', 'makanan', 'konsumsi', 'kadang', 'data', 'kadang', 'data', 'terkesan', 'akurat']",aplikasi bagus track makro pengalaman makanan konsumsi kadang data kadang data terkesan akurat,-1,Negative
92,Pengguna Google,5,2025-05-13 09:18:21,"sangat membantu pola makan kita,biar bisa defisit kalori dengan adanya aplikasi fasecret ini👍👍",sangat membantu pola makan kitabiar bisa defisit kalori dengan adanya aplikasi fasecret ini,sangat membantu pola makan kitabiar bisa defisit kalori dengan adanya aplikasi fasecret ini,sangat membantu pola makan kitabiar bisa defisit kalori dengan adanya aplikasi fasecret ini,"['sangat', 'membantu', 'pola', 'makan', 'kitabiar', 'bisa', 'defisit', 'kalori', 'dengan', 'adanya', 'aplikasi', 'fasecret', 'ini']","['membantu', 'pola', 'makan', 'kitabiar', 'defisit', 'kalori', 'aplikasi', 'fasecret']",membantu pola makan kitabiar defisit kalori aplikasi fasecret,-4,Negative
93,Pengguna Google,5,2025-05-12 22:19:40,kalo bisa untuk nilai gizi bisa ditambah kalsium agar mempermudah jumlah kalsium yg kita konsumsi,kalo bisa untuk nilai gizi bisa ditambah kalsium agar mempermudah jumlah kalsium yg kita konsumsi,kalo bisa untuk nilai gizi bisa ditambah kalsium agar mempermudah jumlah kalsium yg kita konsumsi,kalau bisa untuk nilai gizi bisa ditambah kalsium agar mempermudah jumlah kalsium yang kita konsumsi,"['kalau', 'bisa', 'untuk', 'nilai', 'gizi', 'bisa', 'ditambah', 'kalsium', 'agar', 'mempermudah', 'jumlah', 'kalsium', 'yang', 'kita', 'konsumsi']","['nilai', 'gizi', 'ditambah', 'kalsium', 'mempermudah', 'kalsium', 'konsumsi']",nilai gizi ditambah kalsium mempermudah kalsium konsumsi,2,Positive
94,Pengguna Google,5,2025-05-10 05:37:18,bagus sekali dan sangat membantu,bagus sekali dan sangat membantu,bagus sekali dan sangat membantu,bagus sekali dan sangat membantu,"['bagus', 'sekali', 'dan', 'sangat', 'membantu']","['bagus', 'membantu']",bagus membantu,-2,Negative
95,Pengguna Google,5,2025-05-09 05:28:44,sangat membantu menghitung kalori dan membuat diet jd lebih semangat karna banyak dukungan dan info dr pengLaman pribadi org2 yg memakai apl ini membuat diet lebih senang karna bisa melihat info perubahan secara detail,sangat membantu menghitung kalori dan membuat diet jd lebih semangat karna banyak dukungan dan info dr pengLaman pribadi org yg memakai apl ini membuat diet lebih senang karna bisa melihat info perubahan secara detail,sangat membantu menghitung kalori dan membuat diet jd lebih semangat karna banyak dukungan dan info dr penglaman pribadi org yg memakai apl ini membuat diet lebih senang karna bisa melihat info perubahan secara detail,sangat membantu menghitung kalori dan membuat diet jd lebih semangat karna banyak dukungan dan info dr penglaman pribadi orang yang memakai apl ini membuat diet lebih senang karna bisa melihat info perubahan secara detail,"['sangat', 'membantu', 'menghitung', 'kalori', 'dan', 'membuat', 'diet', 'jd', 'lebih', 'semangat', 'karna', 'banyak', 'dukungan', 'dan', 'info', 'dr', 'penglaman', 'pribadi', 'orang', 'yang', 'memakai', 'apl', 'ini', 'membuat', 'diet', 'lebih', 'senang', 'karna', 'bisa', 'melihat', 'info', 'perubahan', 'secara', 'detail']","['membantu', 'menghitung', 'kalori', 'diet', 'jd', 'semangat', 'karna', 'dukungan', 'info', 'dr', 'penglaman', 'pribadi', 'orang', 'memakai', 'apl', 'diet', 'senang', 'karna', 'info', 'perubahan', 'detail']",membantu menghitung kalori diet jd semangat karna dukungan info dr penglaman pribadi orang memakai apl diet senang karna info perubahan detail,2,Positive
96,Pengguna Google,5,2025-05-07 06:18:44,Sangat bermanfaat bagi yang mengatur pola hidup lebih sehat,Sangat bermanfaat bagi yang mengatur pola hidup lebih sehat,sangat bermanfaat bagi yang mengatur pola hidup lebih sehat,sangat bermanfaat bagi yang mengatur pola hidup lebih sehat,"['sangat', 'bermanfaat', 'bagi', 'yang', 'mengatur', 'pola', 'hidup', 'lebih', 'sehat']","['bermanfaat', 'mengatur', 'pola', 'hidup', 'sehat']",bermanfaat mengatur pola hidup sehat,9,Positive
